                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     150                                      546                  1.0000000000000000E+000                  2.0000000000000000E-002                  9.2035862635091494E+005                  8.2342864649589363E+004                  8.4436496034567506E+002                  1.0848950613620676E-005                  1.5391701131598839E-001                  7.2191433097060624E+000                  7.1000000000000019E-001                  2.8733433992169385E-005                  2.6997126656600789E-001                  3.4468833607861553E-003                  1.0103427409336068E-003                  9.3805276451495428E-003                  2.0850244238750366E-003                  1.0424662629175826E-003                  9.4999999999999995E-011                  7.4015104667148415E-004                  2.9953635554605858E-008                  2.8143593735219290E-004                  3.5932596158315408E-006                  1.0532482214069651E-006                  9.7788835984341159E-006                  2.1735676192488962E-006                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8717850952210360E+004                  1.5326061782638310E+007                  9.6089133414321521E+011                  2.4545311670980343E-022                  2.4545311670980343E-022                  0.0000000000000000E+000                  9.8310798968685227E-024                  5.0000000000000000E+001                  1.0000000000000000E+003                  2.9044309386931633E+013                               "r24.03.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20250402"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.0424662629175826E-003                 -8.1271337813874645E-001                  2.9265305496515279E+000                 -5.6428428409907205E+000                  4.8316840434426558E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  3.4432005862915979E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.0424662629170613E-003                 -8.1271339095701445E-001                  2.9265316777094310E+000                 -5.6428349446833268E+000                  4.8316930678018686E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  3.4432632807322521E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.0424662629158884E-003                 -8.1271341979759881E-001                  2.9265337602634918E+000                 -5.6428203673589055E+000                  4.8317097276691170E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  3.4433790235538892E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.0424662629139338E-003                 -8.1271346786363574E-001                  2.9265367972873642E+000                 -5.6427991098614285E+000                  4.8317340221740892E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  3.4435478134082526E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.0424662629113278E-003                 -8.1271353194857610E-001                  2.9265420035274774E+000                 -5.6427626714876764E+000                  4.8317756667598895E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  3.4438371624831675E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.0424662629061154E-003                 -8.1271366010778434E-001                  2.9265541510050661E+000                 -5.6426776636116731E+000                  4.8318728220480418E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  3.4445122858364588E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.0424662628930846E-003                 -8.1271398044359666E-001                  2.9265715033355040E+000                 -5.6425562598624133E+000                  4.8320115780343764E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  3.4454766909239342E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.0424662628800538E-003                 -8.1271430069058270E-001                  2.9265975296003259E+000                 -5.6423742344818875E+000                  4.8322196295399422E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  3.4469231674255384E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.0424662628539920E-003                 -8.1271494091828489E-001                  2.9266495737173179E+000                 -5.6420104716250643E+000                  4.8326354362351447E+000                  7.1000000000000008E-001                  2.7000000000000007E-001                  1.9999999999999796E-002                  3.4498156534944801E-025                  0.0000000000000000E+000                  0.0000000000000000E+000 
