                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    2150                                      491                  1.0000000000000000E+000                  2.0000000000000000E-002                  3.1917546459779853E+000                  1.4350559557764220E-005                  2.5490427297850620E+003                  1.0305756747360843E-002                  5.2052174045815980E-001                 -8.9678184120318069E-002                  7.1000000000000008E-001                  2.8733433992169388E-005                  2.6997126656600789E-001                  3.4468833607861561E-003                  1.0103427409336070E-003                  9.3805276451495445E-003                  2.0850244238750366E-003                  9.5511563806040204E-003                  9.4999999999999999E-013                  6.7813210302288479E-003                  2.7443752141097268E-007                  2.5785377852416708E-003                  3.2921722004570461E-005                  9.6499415166649589E-006                  8.9594886471402275E-005                  1.9914394329809236E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8458061391204574E+004                  4.0047375436632195E+005                  9.2677875237545605E+009                  4.9339061042796246E-022                  4.9339061042796246E-022                  0.0000000000000000E+000                  1.9746710675188110E-023                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.0072411641591486E+008                               "r24.03.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20250421"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  9.5511563806040204E-003                 -2.8356112674165890E-001                  3.4063782387613672E+000                 -6.5853151074510210E+000                  4.4018367796823199E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9233804632309496E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.5511563805944708E-003                 -2.8356117993642144E-001                  3.4063807657472429E+000                 -6.5852973729845630E+000                  4.4018583554155875E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9235407567296949E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.5511563805825307E-003                 -2.8356124642718594E-001                  3.4063835734157299E+000                 -6.5852776691761079E+000                  4.4018823272101510E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9237188578662935E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.5511563805705923E-003                 -2.8356131291496495E-001                  3.4063877847698616E+000                 -6.5852481158157401E+000                  4.4019182824432450E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9239860034691776E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.5511563805467138E-003                 -2.8356144588156479E-001                  3.4063962068971416E+000                 -6.5851890174666705E+000                  4.4019901840685192E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9245202735671355E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.5511563804989586E-003                 -2.8356171177894834E-001                  3.4064158557508084E+000                 -6.5850511651937342E+000                  4.4021579086592864E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9257667899754141E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.5511563803795697E-003                 -2.8356237631357201E-001                  3.4064439163347244E+000                 -6.5848543347704718E+000                  4.4023974043734828E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9275472972843809E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.5511563802601791E-003                 -2.8356304055013198E-001                  3.4064859922781765E+000                 -6.5845593235851512E+000                  4.4027564026868449E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9302174501346707E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.5511563800214014E-003                 -2.8356436813027697E-001                  3.4065700855939975E+000                 -6.5839701335089416E+000                  4.4034735190293954E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9355556584058826E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  9.5511563795438424E-003                 -2.8356701972730292E-001                  3.4067035112981583E+000                 -6.5830362557918303E+000                  4.4046104743354277E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9440316837629666E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  9.5511563788832823E-003                 -2.8357067963299692E-001                  3.4068580977148231E+000                 -6.5819556032280140E+000                  4.4059265677250501E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9538626534434593E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  9.5511563782227221E-003                 -2.8357433053527442E-001                  3.4070895055313781E+000                 -6.5803416418506115E+000                  4.4078933257901545E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9685909270500755E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  9.5511563769016018E-003                 -2.8358160552914369E-001                  3.4075504441357927E+000                 -6.5771383175245122E+000                  4.4118005823989304E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  3.9979857449233896E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  9.5511563742593578E-003                 -2.8359604967554120E-001                  3.4083985523528653E+000                 -6.5712788800244395E+000                  4.4189592149394494E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  4.0523186391584911E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  9.5511563695479876E-003                 -2.8362146330463611E-001                  3.4094687208804282E+000                 -6.5639186545676900E+000                  4.4279650310165817E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  4.1216156813795426E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  9.5511563648366191E-003                 -2.8364645421452961E-001                  3.4111010236198607E+000                 -6.5528245341377280E+000                  4.4415850849795016E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  4.2283139064558534E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  9.5511563549243329E-003                 -2.8369772015472838E-001                  3.4132888474519025E+000                 -6.5379619686764574E+000                  4.4598538768229403E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  4.3755979620074811E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  9.5511563444971078E-003                 -2.8374985360421684E-001                  3.4154956879660525E+000                 -6.5229907453260836E+000                  4.4782854221318873E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  4.5291473177287386E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  9.5511563335282327E-003                 -2.8380285609044054E-001                  3.4177139409580191E+000                 -6.5079021778699042E+000                  4.4968744005211976E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  4.6893540601276629E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  9.5511563219896102E-003                 -2.8385672769271636E-001                  3.4199375519948343E+000                 -6.4926899953888695E+000                  4.5156155566188652E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  4.8566121689534662E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      21                  9.5511563098516945E-003                 -2.8391146718044530E-001                  3.4221617812323686E+000                 -6.4773499048653553E+000                  4.5345037102771428E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  5.0313200695029194E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      22                  9.5511562970834046E-003                 -2.8396707230328677E-001                  3.4243829256765133E+000                 -6.4618788086433092E+000                  4.5535337677419241E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  5.2138879918319780E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      23                  9.5511562836520514E-003                 -2.8402353983428141E-001                  3.4265981198919437E+000                 -6.4462748879548819E+000                  4.5727007227942353E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  5.4047362263131720E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      24                  9.5511562695232578E-003                 -2.8408086574371016E-001                  3.4288052282083163E+000                 -6.4305375975318242E+000                  4.5919996661397811E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  5.6042940921758941E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      25                  9.5511562546608617E-003                 -2.8413904533391099E-001                  3.4310027397400908E+000                 -6.4146675225867753E+000                  4.6114257870950759E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  5.8130005018124128E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      26                  9.5511562390268347E-003                 -2.8419807337758890E-001                  3.4331896636153330E+000                 -6.3986662134337058E+000                  4.6309743819458831E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  6.0313049684967177E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      27                  9.5511562225811773E-003                 -2.8425794427916506E-001                  3.4353654286269291E+000                 -6.3825360156872133E+000                  4.6506408593861828E+000                  7.1000000000000041E-001                  2.6999999999999991E-001                  1.9999999999999685E-002                  6.2596689103359951E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
